t,s,phi1,phi2,phi3,Ds,Dphi1,Dphi2,Dphi3,u
8.14,-0.118510915961045,6.35123378012692,2.6234597706664,-0.692471628569997,1.77737454443283,21.7704295678593,23.5595046503957,14.632441720219,-9.92194856627881
8.145,-0.109749442285615,6.46068824553471,2.73834284966092,-0.619168767290248,1.72693296113581,21.9830378948186,22.3887289499757,14.7050140798502,-10.2597366399888
8.15,-0.101244413258285,6.57080014997383,2.84717234747168,-0.545236845978015,1.67482822238438,22.0375147524123,21.1257006579148,14.8467265925899,-10.5975247136988
8.155,-0.0930034309163227,6.68081095332052,2.94952280920946,-0.470364238422941,1.62134654817852,21.9458090306841,19.7887364308287,15.0668317958325,-10.81350407385
8.16,-0.0850326840393238,6.79002408976981,3.04504378314019,-0.394233129774946,1.56677263427883,21.7202910594598,18.3937868239358,15.365079581218,-11.0294834340013
8.165,-0.0773369481492346,6.89780496783532,3.1334598206847,-0.31651951654441,1.51138965220673,21.373752608348,16.9544362910606,15.7317171946311,-11.1300225099467
8.17,-0.0699195855103421,7.00358097034931,3.21457047641888,-0.236893206602093,1.45547924924439,20.91940688674,15.4819031846325,16.1474892362021,-11.230561585892
8.175,-0.0627825731563857,7.10684937117979,3.28823918870728,-0.155061704336645,1.39932663627761,20.3697944641492,13.9858830512612,16.5872238047386,-11.2266774472389
8.18,-0.0559263916050574,7.20717306065822,3.35437647676649,-0.0709995933888927,1.34321005747304,19.7361242079179,12.4782284695872,17.0314297864816,-11.2227933085859
8.185,-0.0493501144136861,7.30415164599149,3.41297422476101,0.0152146935955274,1.28736642244478,19.0336373911498,10.9698593310119,17.4568585717027,-11.1254118715508
8.19,-0.0430518026613459,7.39746602111307,3.46406480735039,0.10344138632118,1.23201830279784,18.2777784182966,9.47080427298885,17.8437418022785,-11.0280304345158
8.195,-0.0370285207518267,7.48688094324212,3.50771828169882,0.193475182713537,1.17737566098593,17.4839088107814,7.99031086337107,18.1764759845267,-10.8463840219463
8.2,-0.031276336413653,7.57224503288323,3.54404238747507,0.285045248918728,1.12363585031163,16.6673072070016,6.5368456004153,18.4436224892052,-10.6647376093768
8.205,-0.0257903207000659,7.65349077382671,3.57318254685253,0.377815219303794,1.07098361492619,15.8431693623261,5.11809391277786,18.6379075515129,-10.4084675692224
8.21,-0.0205645479890382,7.73063451314833,3.59532186450915,0.471383196456461,1.01959108982976,15.0266081490975,3.74096015951829,18.7562222710887,-10.1521975290679
8.215,-0.0155923064747384,7.80376166653498,3.61066421721937,0.565307773532013,0.969623097302201,14.2335614864927,2.41053425250892,18.799524767997,-9.83513688114445
8.22,-0.0108663023131344,7.87300571445536,3.6194320918541,0.659258228259394,0.921240425684491,13.4801388718412,1.12883348301702,18.7761593152588,-9.51807623322089
8.225,-0.00637777904626672,7.93861072854491,3.62194569098985,0.752951459724327,0.874556590525633,12.7755844686553,-0.0994666911412749,18.7010388443231,-9.1596568583618
8.23,-0.00211780595137018,8.00085043711506,3.61850600321597,0.846173129259916,0.829657291610699,12.1275602507834,-1.27196955672478,18.589448146157,-8.80123748350259
8.235,0.00192261457262474,8.06002111165144,3.60938546035686,0.938784050075659,0.78660276908031,11.5426349194559,-2.38903723851112,18.4567513477628,-8.42374973844618
8.24,0.00575254700510382,8.11644156681405,3.59482793747203,1.03072018725771,0.745427803430506,11.026283903283,-3.45379069930002,18.3183919121778,-8.04626199338965
8.245,0.00938112270375891,8.17045316043707,3.57504875285608,1.12199265776866,0.706141715512855,10.5828893582568,-4.47210973991055,18.1898926384751,-7.67110304229974
8.25,0.0128175399045926,8.222419793529,3.5502346680387,1.21268773044761,0.668728366534405,10.2157401677501,-5.45263299918232,18.0868556617625,-7.29594409120997
8.255,0.0160710637219214,8.27272791027263,3.52054388778467,1.3029668260103,0.633146158057647,9.92703194251636,-6.40675795397652,18.0249624531834,-6.94190428796743
8.26,0.0191510261483677,8.32178649802498,3.48610606009386,1.39306651704886,0.599328032000606,9.71786702069028,-7.34864091917344,18.0199738199164,-6.587864484725
8.265,0.0220665714100771,8.37002171354668,3.44698735790337,1.48331419740949,0.567196237826242,9.58901944303412,-8.29554021548731,18.0881263903632,-6.27067177464987
8.27,0.0248255537565619,8.41782397914012,3.40308939602576,1.57412212531111,0.53666944369838,9.54362044163544,-9.2665507931977,18.2443234800783,-5.95347906457485
8.275,0.0274355460066195,8.46559897128969,3.35426280122571,1.66593053252377,0.507590280333123,9.58633662461645,-10.2841002994831,18.5041770606136,-5.68522486326145
8.28,0.0299034877056552,8.51382156583155,3.30017381162262,1.75933206061324,0.479811844585715,9.72687079986901,-11.3801897155877,18.891911691586,-5.41697066194814
8.285,0.0322356156611671,8.56303676382093,3.24029124589959,1.85508054609136,0.45320482436469,9.98025429015517,-12.5967109815359,19.4407587823499,-5.20553323960237
8.29,0.0344374639427399,8.61385969153195,3.1738865033036,1.9540910204158,0.427657498631937,10.366846933107,-13.9854469961301,20.1929565919974,-4.9940958172566
8.295,0.0365139140619299,8.66684801665888,3.10027500308013,2.05725237935887,0.403057763523008,10.8996294103379,-15.5832127358209,21.1803053412553,-4.84322440330267
8.3,0.0384693706642467,8.72286124425171,3.01811247378588,2.16600098497281,0.379231350810193,11.6125405462524,-17.4732344720842,22.4795830535392,-4.69235298934869
8.305,0.0403073547671507,8.78338987130562,2.92475665869904,2.28285595031509,0.356036524760341,12.5373148322211,-19.742666034752,24.1777991284878,-4.60262469718137
8.31,0.0420305472300414,8.84869662192472,2.81980855638636,2.40866105258726,0.33330754231236,13.486431177536,-22.0512730006301,26.0225726687795,-4.51289640501402
8.315,0.0436408082420586,8.91768701572826,2.70535878244007,2.54239249884181,0.310846272818704,14.0393527776464,-23.6041322110383,27.4001715239047,-4.48283102473423
8.32,0.0451391922563197,8.98738484971622,2.5870828322866,2.68021847245394,0.288527734692314,13.6726074296196,-23.3725314657974,27.4744990523448,-4.45276564445443
8.325,0.0465260469676014,9.053148959116,2.47424986214428,2.81506962075172,0.266205713098028,12.5504790647149,-21.5830332454059,26.3248871064229,-4.48000609701518
8.33,0.0478009723664971,9.11246971467754,2.37229082722479,2.94259470633597,0.243731562190647,11.1825984443534,-19.1866706430807,24.6672461332967,-4.50724654957595
8.335,0.0489628841925921,9.16524534508709,2.28204316384325,3.06200174770817,0.220972884768186,9.96467621290824,-16.9672735375181,23.1390395593066,-4.59003989967408
8.34,0.0500101322540569,9.21250383032232,2.2020183371801,3.17447741059043,0.197847659555942,8.97458523925909,-15.098342194436,21.8980034058363,-4.67283324977218
8.345,0.0509404116959702,9.25535541912435,2.13047593610253,3.28147691737761,0.174157026766651,8.19636292494359,-13.5660431978973,20.9456431181526,-4.81043015864476
8.35,0.0517505469536056,9.2947736587415,2.06586407599848,3.38433342585264,0.14977499033307,7.58313715560509,-12.2898591961785,20.2233029998975,-4.94802706751729
8.355,0.0524367029353556,9.3314747167485,2.00711996545419,3.48407310785359,0.124563744037326,7.1085450061695,-11.2185459463687,19.6944999571553,-5.13949840011841
8.36,0.0529944036746336,9.36607318553384,1.95337372094441,3.5815629106417,0.0983694083346203,6.74976747347878,-10.3074171736779,19.3253856714638,-5.33096973271946
8.365,0.0534184958062911,9.39909886977787,1.90391338214684,3.6775176412389,0.0710643397500753,6.48539795372964,-9.51589967414623,19.0823025149337,-5.57435493426902
8.37,0.0537031485666161,9.43099678645273,1.85818491194234,3.77249996642758,0.0425471308787973,6.29544224247456,-8.80753331464639,18.9317835502493,-5.81774013581858
8.375,0.0538419222683855,9.46211948577428,1.81579940797094,3.86691349957967,0.0127236602951475,6.16457871719275,-8.15496261999374,18.8457824741407,-6.11052130184949
8.38,0.0538279685265594,9.49274400377901,1.77651933252597,3.96104586017274,-0.0185606527993971,6.09391166329149,-7.55703646802431,18.8193799087073,-6.4033024678805
8.385,0.0536536875882291,9.52316282997129,1.74011651262283,4.05516994962893,-0.0514247845022626,6.08079836224776,-7.00853413974257,18.8399640634312,-6.74308788680204
8.39,0.0533108976694284,9.5536502852506,1.70635979898205,4.1494905349121,-0.0859815664316379,6.12114082956749,-6.50531701184515,18.8935625002692,-7.0828733057237
8.395,0.0527908576193968,9.58445874031592,1.67501730988729,4.24413960061358,-0.122343201113409,6.21025279761174,-6.04572183079888,18.9663331624411,-7.46666669412154
8.4,0.0520842669205775,9.61581861566589,1.64585643118533,4.33917634895239,-0.160621261981257,6.34285971559677,-5.63056071283942,19.0445643744306,-7.85046008251952
8.405,0.0511812656886195,9.64793838159865,1.61864381628609,4.43458719977501,-0.200926693376554,6.51309874959385,-5.26312114397252,19.1146748419845,-8.27207006203731
8.41,0.050071760423744,9.68100156195167,1.59314758014309,4.53032506408998,-0.243343431497926,6.7152058300952,-4.94871600912797,19.1636920133945,-8.69368004155525
8.415,0.0487449624286026,9.71513911549577,1.56908618981708,4.62625875450264,-0.287927269700204,6.94112750643404,-4.69203493179773,19.1820545694277,-9.14113281229666
8.42,0.0471893234725358,9.75043401244546,1.54614245754888,4.72216311371958,-0.334743496426162,7.18073458994653,-4.49636798214759,19.1635810094167,-9.58858558303792
8.425,0.0453934940311378,9.7869319091531,1.52400311170827,4.81783078639943,-0.38382517543017,7.42478534114959,-4.36372245002495,19.1049705790122,-10.0431956817454
8.43,0.0433463317728081,9.82464119270633,1.50235905367549,4.91307322020647,-0.43517265580654,7.66494912027584,-4.29482150711115,19.0058032200345,-10.4978057804526
8.435,0.0410369015587466,9.86353298092818,1.48090535784116,5.00772066581093,-0.488753571989658,7.89380638727432,-4.28910420692113,18.8685395704735,-10.9346029116723
8.44,0.0384544754429592,9.90354112237696,1.45934127160636,5.10162217688869,-0.544502843753843,8.10484870180979,-4.34472548480363,18.6985209644887,-11.3714000428919
8.445,0.0355885326722511,9.94456219634638,1.43737021538252,5.19464561012155,-0.602322676213497,8.29247872326338,-4.45855615794112,18.5039694324091,-11.7610477262569
8.45,0.0324287596862348,9.98645551286541,1.41469978259155,5.28667762519701,-0.662082559822946,8.45201021073202,-4.62618292534972,18.2959877007335,-12.1506954096218
8.455,0.0289653791095595,10.0290583522155,1.39105290965609,5.37764166005793,-0.723629653888258,8.58023526967681,-4.84221816434585,18.0876966769343,-12.4627976064586
8.46,0.0251904776959689,10.072237299933,1.3662145410646,5.46758750721237,-0.78676629657792,8.67773063274605,-5.10333925071227,17.8896680366644,-12.7748998032955
8.465,0.0210966534531061,10.1158192433469,1.33996259992678,5.55659785484398,-0.851178408456543,8.74536156711793,-5.40746967908779,17.7135163390596,-12.9811010256729
8.47,0.0166780769189748,10.1596509487536,1.31208382058293,5.64480559098635,-0.916543542641458,8.78518871073523,-5.75243926552574,17.5707848861597,-13.1873022480505
8.475,0.0119306425338308,10.2036066979453,1.28237816556493,5.73240024639426,-0.982539906112088,8.80069755012712,-6.13599977966398,17.4726342679207,-13.2638131012313
8.48,0.00685196864016966,10.2475882882104,1.25065882559617,5.81962799454392,-1.04884635971013,8.79679842040933,-6.55582494472594,17.4298423622148,-13.3403239544122
8.485,0.00144139748273968,10.2915250323331,1.21675221959167,5.90679165163275,-1.11514241813938,8.77982650528403,-7.0095104375195,17.4528043348306,-13.2704545110696
8.49,-0.0043000047914721,10.3353737585938,1.18049799465792,5.99425067657959,-1.1811082499659,8.75754183703989,-7.49457388843816,17.5515326394727,-13.2005850677269
8.495,-0.0103694485435661,10.379118744532,1.14174897844437,6.08242110659001,-1.24642462007899,8.73912188457051,-8.00846354207292,17.7356626084311,-12.9762339843349
8.5,-0.0167628945925434,10.4227250447883,1.10032024861585,6.17171796815684,-1.31068206304767,8.73027909238955,-8.55361612478531,18.0177293455644,-12.751882900943
8.505,-0.023474129371425,10.4663722466957,1.05613967514983,6.26265932442144,-1.37344368706926,8.75644928130759,-9.10617241799307,18.3899254541428,-12.3730390310046
8.51,-0.0304945958589069,10.5103976544755,1.0093092429841,6.35569527129958,-1.43434115711178,8.84883100921737,-9.63013136464045,18.8279993430765,-11.9941951610663
8.515,-0.037814003188147,10.5551714433736,0.960037882364119,6.45107684186532,-1.49301130069776,9.0292084091588,-10.0951149695465,19.3020032868549,-11.4678909733977
8.52,-0.0454203266467451,10.60109665966,0.908641468843096,6.54885600635073,-1.54909610790402,9.30995118931863,-10.4763682994035,19.7762934255451,-10.9415867857294
8.525,-0.0532998076767642,10.6486092206293,0.855542823281905,6.64888567214613,-1.60224273136187,9.69401463303103,-10.7547594827785,20.2095297647935,-10.2811111369833
8.53,-0.0614369538747086,10.6981779146003,0.801271711849209,6.75081968379989,-1.65210348625692,10.1749395987767,-10.916779710112,20.5546761758243,-9.62063548823755
8.535,-0.069814538991546,10.7503044009162,0.746464846021308,6.85411282301863,-1.69833585032926,10.7368525201841,-10.9545432337189,20.7590003954407,-8.84330651404003
8.54,-0.0784136143112627,10.8054956981975,0.691855973230724,6.95799323778163,-1.74061225169691,11.3520301198187,-10.8736045112495,20.7734359747103,-8.06597753984251
8.545,-0.0872137770661431,10.8638677696446,0.637887841864968,7.06151638564591,-1.77871309219018,11.9739966833406,-10.7477547913849,20.6384704453448,-7.18965384827789
8.55,-0.0961935878801583,10.9252733961473,0.584493702734175,7.16413814713367,-1.81244519830206,12.5777233126326,-10.6347180652853,20.4031064962039,-6.31333015671296
8.555,-0.105330668981551,10.9895784577925,0.531469875408482,7.26545095083445,-1.84161144206196,13.1512988579192,-10.5753042541638,20.0995113922898,-5.35473757063395
8.56,-0.114601709500322,11.0566611307443,0.478502259454878,7.36513174872774,-1.86601699357015,13.692708730359,-10.6006185912662,19.749348273454,-4.39614498455461
8.565,-0.123982465468209,11.1264118872434,0.425166334437352,7.46294201618269,-1.88546932099771,14.2098349020426,-10.7320616218715,19.3637761543985,-3.37249168484915
8.57,-0.133447770357228,11.1987382112576,0.370919366429248,7.55871125302667,-1.89978367505693,14.7198835284375,-10.98221219843,18.9424615993304,-2.34883838514333
8.575,-0.142971617073503,11.2736285976228,0.315094345781153,7.65221887472331,-1.90884941272715,15.2393731407254,-11.3649042265495,18.4708208810156,-1.28106473266327
8.58,-0.152527387919391,11.3511606744729,0.257032121312931,7.74328144970922,-1.91258278775677,15.7852740555499,-11.8950030190005,17.9345623532565,-0.213291080183597
8.585,-0.162088297737349,11.4315308436035,0.195920968451343,7.83149091856614,-1.91092451113623,16.379458913391,-12.5971529949778,17.3022720342165,0.872439863960677
8.59,-0.171627442254387,11.5150632673823,0.130766729256538,7.91616476524208,-1.9038485828038,17.0482919243852,-13.5078133628258,16.5219700299138,1.95817080810456
8.595,-0.181117798082095,11.6022098687492,0.0603928124218754,7.99634601705151,-1.89136229164555,17.8226288683279,-14.6752581200413,15.5211105342189,3.03297211431455
8.6,-0.190532254277714,11.69354401602,-0.0165554568507385,8.07078887179575,-1.87351206674044,18.7360593543406,-16.157271437693,14.2067324070985,4.10777342052415
8.605,-0.199844196871842,11.7898346984323,-0.101808999762473,8.13759650875981,-1.85039333152715,19.8117006460984,-18.0135216823919,12.4338253988957,5.14448982729626
8.61,-0.209027415423872,11.8919061498348,-0.197365374337457,8.19400468688238,-1.82204356173707,21.0114071263095,-20.2405516146407,10.00368303946,6.18120623406799
8.615,-0.218056280492086,11.9998237907822,-0.304446574851545,8.23632963112504,-1.78867771182119,22.1008025624703,-22.5662471548859,6.7717427321045,7.15702744198438
8.62,-0.226906077190546,12.1119937918258,-0.422156036337225,8.26064666637899,-1.75044681752478,22.5658064199209,-24.2800280966933,2.88474279117353,8.13284864990076
8.625,-0.235553029206467,12.2234827833674,-0.544592272298158,8.26548912320167,-1.70756636185403,21.8912664286111,-24.4925238548577,-0.858958480480899,9.02895704614143
8.63,-0.243974261002465,12.3291320801571,-0.664430188041542,8.25344511597389,-1.66019288448357,20.2568547229594,-23.2404748897952,-3.74404576105266,9.92506544238243
8.635,-0.252147950812722,12.4255806843857,-0.775944607998265,8.22976551971973,-1.60859856629505,18.3385760707507,-21.3448965378146,-5.57283143452931,10.7247695154856
8.64,-0.260053342052923,12.5127944368404,-0.877931596871088,8.19891992809565,-1.55291413011498,16.5711762737947,-19.457753753966,-6.66941748300948,11.5244735885891
8.645,-0.267670955634616,12.5918273416679,-0.971033121207587,8.16381595049652,-1.49353302779108,15.0862854689881,-17.8306196579517,-7.32579486989775,12.2126675235149
8.65,-0.274982976827145,12.6640921784913,-1.05670930056543,8.12609289170012,-1.43068740296204,13.8534894126642,-16.4791773456844,-7.73492422412808,12.9008614584408
8.655,-0.281972837163776,12.7307163164948,-1.13624754913865,8.08671263351918,-1.36473977195672,12.8269254375339,-15.3729618643306,-7.99309509658201,13.466531176007
8.66,-0.28862575827811,12.792614592158,-1.210768307526,8.04629366339613,-1.29603809570678,11.9593958703331,-14.4707950451232,-8.16281024742181,14.0322008935734
8.665,-0.294928827534689,12.850499554432,-1.28121676511488,8.00517822908354,-1.224796236488,11.2094910615248,-13.7318840640031,-8.2787796098291,14.4706943761831
8.67,-0.300870135264795,12.9048818430726,-1.34832840537454,7.963582273828,-1.15133348574078,10.5472939401085,-13.1262667968973,-8.35901638106284,14.9091878587926
8.675,-0.306439295655183,12.9561176651763,-1.41269305051231,7.9216480782165,-1.07599560767648,9.95277433710825,-12.6349190775346,-8.41265908789018,15.2198187166386
8.68,-0.311627683838684,13.0044952096953,-1.47483728133077,7.87948779354501,-0.999117172711476,9.40880803535902,-12.2417023847782,-8.44669159344576,15.5304495744846
8.685,-0.316428403999359,13.0502401269642,-1.53522766436978,7.83719089898402,-0.921030403645623,8.90087371597316,-11.9330920913481,-8.46664474952586,15.7111859090884
8.69,-0.320836289372483,13.0935155287003,-1.59427075190626,7.79482420157867,-0.842065175662516,8.41705295834181,-11.6981774638225,-8.47659639658836,15.8919222436921
8.695,-0.324847900401266,13.134422246761,-1.65231286177101,7.75243192653239,-0.762548696541608,7.94803234961997,-11.5286604264349,-8.47916741915827,15.9364377694909
8.7,-0.328460980992684,13.1730572335481,-1.70960869976318,7.71006163192962,-0.682742866771699,7.48781545036134,-11.4185299648887,-8.47446131944868,15.9809532952898
8.705,-0.33167502194403,13.2094298405691,-1.76646538737995,7.66774815783281,-0.603008396126183,7.03319864569114,-11.3629242116682,-8.46185643811806,15.8801691289951
8.71,-0.334491729195322,13.2435110470628,-1.8231928226663,7.62551420056794,-0.523776614669637,6.58281725714004,-11.3557345996383,-8.44124888408988,15.7793849627003
8.715,-0.336914665135618,13.2753060814266,-1.88003314385594,7.58339118737867,-0.445459857840449,6.1374646928385,-11.3890026980424,-8.41227204423572,15.5264475841932
8.72,-0.338949248603016,13.3048544212174,-1.93716072937145,7.54141927642626,-0.368451466450588,5.70009244751548,-11.4529202125025,-8.37429658337519,15.2735102056861
8.725,-0.340602754884655,13.3322297931512,-1.99468219782415,7.49964735678964,-0.293125786685831,5.27581010249973,-11.5358289850187,-8.32643044427604,14.8697155490116
8.73,-0.341884315716717,13.3575401731029,-2.05263640801423,7.45813304846535,-0.21983817010554,4.87188532571849,-11.6242209939699,-8.26751884765404,14.465920892337
8.735,-0.34280491928442,13.3809277861066,-2.1109944589306,7.41694270236761,-0.148924973642878,4.49774387169877,-11.7027383541132,-8.19614429217312,13.923776526291
8.74,-0.343377410222027,13.4025691063557,-2.16965968975107,7.37615140032821,-0.0807035596046026,4.16496958156614,-11.7541733165842,-8.1106265544452,13.3816321602448
8.745,-0.343616374085896,13.4226780641751,-2.22846585249014,7.33584233328656,-0.0154754491478821,3.88694359673435,-11.7600339427659,-8.00934190085286,12.7225915981637
8.75,-0.343537114448887,13.4415434923525,-2.28716819173821,7.29608395935934,0.04645869694999,3.66849662491377,-11.7148074721057,-7.89541597108322,12.0635510360828
8.755,-0.343156997939443,13.4594545371391,-2.34553123852311,7.25691500904607,0.104864104797358,3.50393834697389,-11.6264255611784,-7.77316857050955,11.3125013090899
8.76,-0.342494426932974,13.4766649129703,-2.40336262664644,7.21836339903639,0.159537947491432,3.38710039028803,-11.5031669161656,-7.64596725302262,10.5614515820973
8.765,-0.341568501553095,13.493397293768,-2.46051034563162,7.18044756331974,0.210298569709887,3.31178636035834,-11.3533004872541,-7.51666914188668,9.74221038035918
8.77,-0.340399019671626,13.5098433129416,-2.51686274072365,7.14317645318547,0.256985487710711,3.27177184081623,-11.1850854686352,-7.3876209297398,8.92296917862134
8.775,-0.339006476908584,13.5261635633872,-2.57234851288936,7.10654953722269,0.299459389332346,3.26080439342207,-11.0067712985052,-7.2606588785935,8.0559199007106
8.78,-0.337412066632194,13.5424875974882,-2.62693671881718,7.07055680132046,0.337602133993559,3.27260355806536,-10.8265976590653,-7.13710881983314,7.18887062280016
8.785,-0.335637679958882,13.558913927115,-2.68063677091733,7.03517874866759,0.371316752693557,3.30086085276466,-10.6527944765211,-7.01778615421755,6.28930136136407
8.79,-0.333705905753276,13.575510023625,-2.73349843732166,7.0003863997528,0.400527448011895,3.33923977366761,-10.4935819210836,-6.90299585187934,5.38973209992799
8.795,-0.331639068588435,13.5923154983949,-2.7856146611696,6.96615517707539,0.425189673944382,3.38272057377725,-10.3556412702439,-6.7923812428927,4.46706727540841
8.8,-0.329459219785163,13.6093519060708,-2.83710199405338,6.93247723423273,0.445256009113591,3.43095907191149,-10.2399032714825,-6.68506738613204,3.5444024508885
8.805,-0.327190600381963,13.6266348049173,-2.88807055108042,6.8993284189797,0.460647113977608,3.48379371621714,-10.1469179196599,-6.58032160581262,2.60334430472786
8.81,-0.324857425134666,13.6441844237657,-2.93863315712639,6.86669241298492,0.471298960829953,3.5412722437926,-10.0772571052882,-6.47724100130416,1.66228615856689
8.815,-0.322483816143523,13.6620258710095,-2.98890565572135,6.83456155665192,0.477163922722086,3.60369875432626,-10.0314671751337,-6.374741723627,0.70522904547277
8.82,-0.3200938028532,13.6801891346048,-3.03900690904985,6.80293684911907,0.478210773463438,3.6716337100966,-10.0100689322167,-6.27155897545178,-0.251828067621696
8.825,-0.317711322052786,13.6987090820697,-3.08905879795084,6.77182794825964,0.47442468762139,3.74589393597208,-10.0135576358118,-6.1662470110997,-1.22229697629112
8.83,-0.315360217875786,13.7176254604847,-3.13918622191767,6.74125317068177,0.465807240521286,3.82755261941119,-10.0424030014479,-6.05717913654243,-2.1927658849602
8.835,-0.31306424180012,13.7369828964928,-3.18951709909821,6.71123949172844,0.452376408246422,3.91793931046252,-10.0970492009077,-5.94254770940195,-3.17185386427377
8.84,-0.310847052648131,13.756830896299,-3.24018236629467,6.68182254547756,0.434166567638064,4.01863992176459,-10.1779148622282,-5.82036413895088,-4.150941843587
8.845,-0.308732216586577,13.7772238456708,-3.29131597896377,6.65304662474186,0.411228496295414,4.13149672854607,-10.2853930697007,-5.68845888611212,-5.10513837564719
8.85,-0.306743207126637,13.7982210099379,-3.34305491121661,6.62496468106897,0.383629372575663,4.25860836862554,-10.4198513638704,-5.54448146345919,-6.05933490770705
8.855,-0.304903405123903,13.8198865339924,-3.39553915581877,6.59763832474138,0.351452775593922,4.40232984241175,-10.5816317415369,-5.38590043521588,-6.90296346433265
8.86,-0.303235887904849,13.8422963486141,-3.4489080816561,6.57114934803476,0.314862905146229,4.56484051977318,-10.7711026807219,-5.20951500121098,-7.74659202095795
8.865,-0.301761177688562,13.8655630266618,-3.50329541090194,6.54560777020162,0.274420149773828,4.7474101588637,-10.9891021260146,-5.01084253203563,-8.40064981978389
8.87,-0.300496717872849,13.8898006362954,-3.55884768631351,6.52111193088943,0.230730975632048,4.95221627738006,-11.2365789185601,-4.78577329528517,-9.05470761860983
8.875,-0.299457500029839,13.9151261565562,-3.6157140044515,6.49780266137139,0.184346450606868,5.18103681156374,-11.5142405298627,-4.52856760918955,-9.50518054719343
8.88,-0.298656068522588,13.9416605881474,-3.67404508211368,6.47586686915097,0.135768582980931,5.43513938559191,-11.8225489731233,-4.23171495883802,-9.9556534757772
8.885,-0.298102520505072,13.9695289534334,-3.73399325633474,6.45553753796196,0.0854503214336673,5.71528131157687,-12.161720803238,-3.8859339961798,-10.2244999416051
8.89,-0.297804505922191,13.9988602964401,-3.79571248438646,6.43709372776838,0.0337955550411546,6.02170958956674,-12.5317271167997,-3.48017254002321,-10.493346407433
8.895,-0.297767227509767,14.0297876828548,-3.85935834377753,6.4208605747646,-0.0188408867237398,6.35416090754466,-12.9322935520965,-3.00160757603672,-10.6043793481181
8.9,-0.29799451995156,14.0624079254987,-3.92506949889879,6.40717265503031,-0.0721050033107707,6.71137583694356,-13.3633318144086,-2.44029647942993,-10.7154122888031
8.905,-0.298488746972507,14.0968583715306,-3.99299685627271,6.3965736692626,-0.125598161765483,7.08507330179367,-13.8151175556091,-1.77127580952301,-10.6908958776003
8.91,-0.299250007561203,14.1332309397716,-4.06322346884626,6.38973815099115,-0.178965358065448,7.46000797608945,-14.2702487718706,-0.967201170856645,-10.6663794663975
8.915,-0.300277025437023,14.1714749020601,-4.13570820247894,6.3873386161905,-0.231890426903182,7.81554402356767,-14.7081145697776,-0.0135798518110133,-10.5270308305283
8.92,-0.301567149077831,14.2113968814161,-4.21028573500075,6.39004556085854,-0.284096040911017,8.12565511938794,-15.1048952414798,1.09122890221853,-10.3876821946591
8.925,-0.303116351719979,14.252660852041,-4.28666655621235,6.39852746101653,-0.335343710661155,8.358924450133,-15.4335622646923,2.33601388882286,-10.152680983953
8.93,-0.304919231358308,14.2947881393181,-4.36443696788478,6.41345077270908,-0.385433784665538,8.47854471380804,-15.6638783026952,3.69671194857625,-9.91767977324698
8.935,-0.30696907900319,14.33715311685,-4.4430529110865,6.43546685858762,-0.434202528249089,8.44324760204347,-15.7634208450127,5.13539337068956,-9.60468556568389
8.94,-0.309258933004653,14.3789275845633,-4.52181271257105,6.46480914659584,-0.481453430677542,8.23823251134364,-15.731344522493,6.58387308177322,-9.29169135812091
8.945,-0.311780713812602,14.4192841844596,-4.60016166023256,6.50122566911522,-0.526980509824826,7.88146315953102,-15.6017754983701,7.9747059462059,-8.91686871563158
8.95,-0.314525433719863,14.4575173401015,-4.67771133877386,6.54431915510704,-0.570619428317095,7.39384660740478,-15.4079130746414,9.26095321597207,-8.54204607314224
8.955,-0.317483449396649,14.4930360014769,-4.75421157200567,6.5935506417736,-0.612243932460494,6.79828732547079,-15.1807967474959,10.4142105635196,-8.12009691643974
8.96,-0.320644461890561,14.5253636449987,-4.82955042284664,6.64823947455834,-0.651765852241208,6.11968719394085,-14.9493062073142,11.4246080817608,-7.6981477597371
8.965,-0.323997636885861,14.5541420078476,-4.9037566343152,6.70760886202026,-0.689121092243035,5.38255333048213,-14.7369614521165,12.2984324224163,-7.24235061279174
8.97,-0.327531950662242,14.5791108604389,-4.97695352831647,6.77101417024427,-0.724211404153025,4.59729212576324,-14.5443488450213,13.0406455555057,-6.78655346584622
8.975,-0.331235840329206,14.6000446741445,-5.04922756942698,6.83780929242664,-0.756962385312505,3.77111541387533,-14.3643310405599,13.6538856423684,-6.30880902663009
8.98,-0.335097510186697,14.6167630251699,-5.1206128966503,6.9073477363455,-0.787320508421868,2.91263014843557,-14.1877141750982,14.1395532496177,-5.83106458741378
8.985,-0.339104959233175,14.6291319440343,-5.19109218145196,6.97898883250762,-0.815250966574186,2.0316487714722,-14.0029713884928,14.4975995748841,-5.34194700954569
8.99,-0.343245981165703,14.6370639155538,-5.26059662776312,7.05209773413431,-0.840737673256297,1.13918921361768,-13.7962428222073,14.7265264442209,-4.85282943167742
8.995,-0.347508385116353,14.6404960313963,-5.3290001739727,7.12600089374814,-0.863781268726319,0.248899206635456,-13.5499883483939,14.8205100049326,-4.36164264951624
9,-0.351879881151225,14.6395108280785,-5.39608955526368,7.20004428993301,-0.884379062091564,-0.622337162637722,-13.2612976001631,14.7907396234272,-3.87045586735524
9.005,-0.356348095302684,14.6342901389971,-5.46164986573118,7.27369193684467,-0.902532194724104,-1.46000234686259,-12.9362161893673,14.6591978722707,-3.38529426281256
