t,x_1,x_2,x_3,u_1,u_2,u_3
0.3775,-2.5772812798612836,-4.607812586415809,20.584443610458035,0.0,0.0,0.0
0.38,-2.602227278388475,-4.508082670353549,20.476334015881662,0.0,0.0,0.0
0.3825,-2.6516267461510243,-4.599010486665779,20.402147224113655,0.0,0.0,0.0
0.385,-2.527254824803822,-4.702686257226813,20.47145532908024,0.0,0.0,0.0
0.3875,-2.682340796310559,-4.808476683845082,20.469832074644582,0.0,0.0,0.0
0.39,-2.7940266817008035,-4.745930959420982,20.09204449469333,0.0,0.0,0.0
0.3925,-2.9291898235811034,-5.00563512994532,19.929152227215933,0.0,0.0,0.0
0.395,-2.81250758077033,-4.959440032052251,19.862951981710843,0.0,0.0,0.0
0.3975,-3.089336466277332,-5.0292654841307165,19.885928377397942,0.0,0.0,0.0
0.4,-2.9903233771652973,-5.039505641076868,19.79354014780759,0.0,0.0,0.0
0.4025,-2.913716505503648,-5.034790745542736,19.71010331749901,0.0,0.0,0.0
0.405,-3.128872720373279,-5.023940007589319,19.51971155932047,0.0,0.0,0.0
0.40750000000000003,-3.1514583618988676,-5.079045511977794,19.675295759723877,0.0,0.0,0.0
0.41000000000000003,-2.9747051112332152,-5.181205901828467,19.604501619589747,0.0,0.0,0.0
0.41250000000000003,-3.3840804929377177,-5.029751987359726,19.248509715775416,0.0,0.0,0.0
0.41500000000000004,-3.302022129414268,-5.216950050213616,19.301101863254143,0.0,0.0,0.0
0.4175,-3.3280937135637734,-5.287048380903995,19.1874929517132,0.0,0.0,0.0
0.42,-3.4818677078802613,-5.289631514326119,18.944830987265664,0.0,0.0,0.0
0.4225,-3.496959099189572,-5.298373556404145,18.952644626094333,0.0,0.0,0.0
0.425,-3.428842160572677,-5.591938804909846,18.787381726216108,0.0,0.0,0.0
0.4275,-3.4457423488043335,-5.408434133742801,18.809036056015305,0.0,0.0,0.0
0.43,-3.687707052893435,-5.5737122088289315,18.685832042967235,0.0,0.0,0.0
0.4325,-3.760135808987821,-5.55344966299703,18.704619654281835,0.0,0.0,0.0
0.435,-3.746387239461968,-5.664120298186645,18.785746137903292,0.0,0.0,0.0
0.4375,-3.540349403099787,-5.872452794739443,18.550211875225894,0.0,0.0,0.0
0.44,-3.7477471326315803,-5.93372943964275,18.297230333994516,0.0,0.0,0.0
0.4425,-3.6593483818540076,-6.044436903142166,18.230006567417398,0.0,0.0,0.0
0.445,-3.6971495825329814,-6.14265249113636,18.38898501269799,0.0,0.0,0.0
0.4475,-4.067128221977596,-6.101717346136957,18.312918285599682,0.0,0.0,0.0
0.45,-4.031641474541919,-6.238640362927762,18.208820562883442,0.0,0.0,0.0
0.4525,-3.986176577908388,-6.232021568729775,18.08584121394321,0.0,0.0,0.0
0.455,-4.157749485386307,-6.521126812488423,17.998522913602145,0.0,0.0,0.0
0.4575,-4.166215537663593,-6.510109477873878,18.043333014411427,0.0,0.0,0.0
0.46,-4.259923264907017,-6.620207874799602,18.0333381717026,0.0,0.0,0.0
0.4625,-4.226406589159171,-6.562969798608494,17.884368016806473,0.0,0.0,0.0
0.465,-4.248417254809858,-6.691587891714185,17.881140975105883,0.0,0.0,0.0
0.4675,-4.569482482281781,-6.8828092384294735,17.847469883151657,0.0,0.0,0.0
0.47000000000000003,-4.455921597295405,-6.932379379474451,17.869378611164365,0.0,0.0,0.0
0.47250000000000003,-4.458312658894269,-7.070101574467673,17.718904367599116,0.0,0.0,0.0
0.47500000000000003,-4.590136089965634,-7.137057601410065,17.691248239291223,0.0,0.0,0.0
0.47750000000000004,-4.537933120239633,-7.179745959483347,17.816966338032103,0.0,0.0,0.0
0.48,-4.743254172518636,-7.330746283178087,17.50940008160663,0.0,0.0,0.0
0.4825,-4.907321081535556,-7.327726503142428,17.548384588728513,0.0,0.0,0.0
0.485,-4.835504637470116,-7.574101071305959,17.548087467725814,0.0,0.0,0.0
0.4875,-4.856498829428788,-7.657177168976957,17.493139004626965,0.0,0.0,0.0
0.49,-4.923599210919111,-7.8389042149294434,17.642728643629894,0.0,0.0,0.0
0.4925,-5.212479793340115,-7.875923969635404,17.34063218024586,0.0,0.0,0.0
0.495,-5.1921529845233065,-8.211726740382012,17.63244335241235,0.0,0.0,0.0
0.4975,-5.241855009925814,-8.153576683136523,17.405435096745443,0.0,0.0,0.0
0.5,-5.448049453967732,-8.161249751873335,17.325511050891816,0.0,0.0,0.0
0.5025000000000001,-5.313743226790848,-8.452048774012768,17.29349723867294,0.0,0.0,0.0
0.505,-5.330272485727479,-8.607521216496668,17.548889464480045,0.0,0.0,0.0
0.5075000000000001,-5.494907579545179,-8.611343848046005,17.38976416964262,0.0,0.0,0.0
0.51,-5.3587535585302435,-8.813888712507735,17.60515535336311,0.0,0.0,0.0
0.5125,-5.660778714597125,-8.607885904574621,17.50132037333063,0.0,0.0,0.0
0.515,-5.697313029241523,-9.008267318945677,17.541723942357578,0.0,0.0,0.0
0.5175,-5.772346767041564,-9.119458353540566,17.719176380455245,0.0,0.0,0.0
0.52,-6.035524702665521,-9.347900685714025,17.65414980070193,0.0,0.0,0.0
0.5225,-6.173623244833873,-9.3550941754618,17.6132183994745,0.0,0.0,0.0
0.525,-6.229415385299641,-9.670041556343394,17.542800305326566,0.0,0.0,0.0
0.5275,-6.2517207901302925,-9.651183184148568,17.61390157790809,0.0,0.0,0.0
