t,s,phi1,Ds,Dphi,u,DDs,DDphi
5.08533333333333,0.204269028389325,-1.09885297896564,0.16445067990584,-2.69973181436488,-3.29470450924707,-5.05502873874215,36.5546630857601
5.08666666666667,0.20448474241492,-1.10241980030549,0.15759682759253,-2.6507955675773,-3.69953701473413,-5.21850273778748,36.7862233407491
5.088,0.204690923510934,-1.10592103488334,0.150523786715354,-2.60155934749579,-4.11203105109958,-5.38528607497153,37.0188036884554
5.08933333333333,0.204887265848075,-1.10935628290527,0.143227763892255,-2.55202289448465,-4.53195922183613,-5.55524106290268,37.252214984426
5.09066666666667,0.205073463376187,-1.11272514669304,0.135705188604898,-2.50218608251362,-4.95904599596975,-5.72820361297329,37.4862401308283
5.092,0.205249209824243,-1.11602723068409,0.12795271319867,-2.45204891915783,-5.39296816060697,-5.90398357928436,37.720635638875
5.09333333333333,0.205414198700354,-1.11926214143152,0.119967212882697,-2.40161154559798,-5.83337249666915,-6.08237529544897,37.9551476268523
5.09466666666667,0.205568123291761,-1.12242948760413,0.111745785729814,-2.35087423662009,-6.27989327058753,-6.26316793954074,38.1895269050147
5.096,0.205710676664838,-1.12552887998639,0.103285752676589,-2.29983740061566,-6.73215036760944,-6.44614439352792,38.4235272454796
5.09733333333333,0.205841551665095,-1.12855993147843,0.0945846575233101,-2.24850157958162,-7.18973589795158,-6.63107329568083,38.6568941688305
5.09866666666667,0.205960440917172,-1.13152225709608,0.0856402669339942,-2.19686744912035,-7.65220778736042,-6.81770525354257,38.8893599028074
5.1,0.206067036824845,-1.13441547397084,0.0764505704363811,-2.14493581843968,-8.11909282836409,-7.00577465234465,39.1206462132769
5.10133333333333,0.206161031571021,-1.13723920134988,0.0670137804219293,-2.09270763035283,-8.58989605963933,-7.19500518104002,39.3504721854227
5.10266666666667,0.206242117117742,-1.13999306059605,0.0573283321458413,-2.04018396127856,-9.06411630046555,-7.38511895605549,39.5785665853156
5.104,0.206309985206182,-1.14267667518788,0.0473928837270257,-1.98736602124097,-9.54126293529339,-7.57584634001708,39.8046806849869
5.10533333333333,0.206364327356649,-1.14528967071958,0.0372063161481217,-1.93425515386966,-10.0208719890152,-7.7669353035777,40.028599997316
5.10666666666667,0.206404834868584,-1.14783167490103,0.0267677332554936,-1.88085283639964,-10.5025206507195,-7.95815984172222,40.2501543314214
5.108,0.20643119882056,-1.1503023175578,0.0160764617592307,-1.82716067967136,-10.9858298230278,-8.14932132892142,40.4692180998979
5.10933333333333,0.206443110070285,-1.15270123063111,0.00513205123313931,-1.77318042813069,-11.4704518417302,-8.34024117064486,40.6856990903137
5.11066666666667,0.2064402592546,-1.15502804817789,-0.00606572588522711,-1.71891395982905,-11.9560534400376,-8.53075069994179,40.8995239841596
5.112,0.206422336789478,-1.15728240637073,-0.0175168742946122,-1.66436328642318,-12.4423000747442,-8.72068191458736,41.1106254443672
5.11333333333333,0.206389032870026,-1.15946394349789,-0.0292211758300278,-1.60953055317529,-12.928847886097,-8.90986272341824,41.3189354830942
5.11466666666667,0.206340037470484,-1.16157229996331,-0.0411781894627604,-1.55441803895305,-13.4153507549001,-9.09812105363464,41.5243905283521
5.116,0.206275040344226,-1.16360711828663,-0.0533872513003723,-1.49902815622956,-13.9014730670545,-9.28529228693163,41.7269406298794
